Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,image_url
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,30,23,481,14999,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,26,481,16699,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,26,481,15699,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,32,24,481,13699,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,30,23,481,15799,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,24,481,13199,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,26,481,14699,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,30,23,481,15899,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,24,481,14199,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,24,481,14899,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,31,24,481,14699,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,24,481,13999,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,32,24,481,14499,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,30,23,481,15199,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2002,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,24,481,13299,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2002,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,481,16799,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2002,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,31,24,481,14799,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2002,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,30,23,481,14299,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2002,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,31,24,481,13799,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2002,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,481,14799,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2002,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,481,16599,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2002,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,30,23,481,15299,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2002,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,24,481,14299,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Suzuki,Esteem,2002,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,481,15799,https://source.unsplash.com/600x400/?Suzuki+Esteem+car
Volkswagen,EuroVan,2001,premium unleaded (required),201.0,6.0,AUTOMATIC,front wheel drive,3.0,,Large,Passenger Minivan,18,15,873,27700,https://source.unsplash.com/600x400/?Volkswagen+EuroVan+car
Volkswagen,EuroVan,2001,premium unleaded (required),201.0,6.0,AUTOMATIC,front wheel drive,3.0,,Large,Passenger Minivan,18,15,873,26200,https://source.unsplash.com/600x400/?Volkswagen+EuroVan+car
Volkswagen,EuroVan,2002,premium unleaded (recommended),201.0,6.0,AUTOMATIC,front wheel drive,3.0,,Large,Passenger Minivan,18,15,873,26200,https://source.unsplash.com/600x400/?Volkswagen+EuroVan+car
Volkswagen,EuroVan,2002,premium unleaded (recommended),201.0,6.0,AUTOMATIC,front wheel drive,3.0,,Large,Passenger Minivan,18,15,873,27700,https://source.unsplash.com/600x400/?Volkswagen+EuroVan+car
Volkswagen,EuroVan,2003,premium unleaded (recommended),201.0,6.0,AUTOMATIC,front wheel drive,3.0,,Large,Passenger Minivan,18,15,873,26200,https://source.unsplash.com/600x400/?Volkswagen+EuroVan+car
Volkswagen,EuroVan,2003,premium unleaded (recommended),201.0,6.0,AUTOMATIC,front wheel drive,3.0,,Large,Passenger Minivan,18,15,873,27700,https://source.unsplash.com/600x400/?Volkswagen+EuroVan+car
Lotus,Evora 400,2017,premium unleaded (required),400.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,39,21,613,91900,https://source.unsplash.com/600x400/?Lotus+Evora+400+car
Lotus,Evora 400,2017,premium unleaded (required),400.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,39,21,613,91900,https://source.unsplash.com/600x400/?Lotus+Evora+400+car
Lotus,Evora,2011,premium unleaded (required),276.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,27,18,613,64000,https://source.unsplash.com/600x400/?Lotus+Evora+car
Lotus,Evora,2011,premium unleaded (required),276.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,18,613,65500,https://source.unsplash.com/600x400/?Lotus+Evora+car
Lotus,Evora,2013,premium unleaded (required),276.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,18,613,66800,https://source.unsplash.com/600x400/?Lotus+Evora+car
Lotus,Evora,2013,premium unleaded (required),345.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,17,613,77100,https://source.unsplash.com/600x400/?Lotus+Evora+car
Lotus,Evora,2013,premium unleaded (required),345.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,17,613,78600,https://source.unsplash.com/600x400/?Lotus+Evora+car
Lotus,Evora,2013,premium unleaded (required),276.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,18,613,68300,https://source.unsplash.com/600x400/?Lotus+Evora+car
Lotus,Evora,2014,premium unleaded (required),345.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,17,613,78750,https://source.unsplash.com/600x400/?Lotus+Evora+car
Lotus,Evora,2014,premium unleaded (required),276.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,18,613,68750,https://source.unsplash.com/600x400/?Lotus+Evora+car
Lotus,Evora,2014,premium unleaded (required),345.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,17,613,79980,https://source.unsplash.com/600x400/?Lotus+Evora+car
Lotus,Evora,2014,premium unleaded (required),276.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,18,613,69980,https://source.unsplash.com/600x400/?Lotus+Evora+car
Infiniti,EX35,2008,premium unleaded (recommended),297.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,31900,https://source.unsplash.com/600x400/?Infiniti+EX35+car
Infiniti,EX35,2008,premium unleaded (recommended),297.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,36850,https://source.unsplash.com/600x400/?Infiniti+EX35+car
Infiniti,EX35,2008,premium unleaded (recommended),297.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,33300,https://source.unsplash.com/600x400/?Infiniti+EX35+car
Infiniti,EX35,2008,premium unleaded (recommended),297.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,35450,https://source.unsplash.com/600x400/?Infiniti+EX35+car
Infiniti,EX35,2009,premium unleaded (recommended),297.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,35200,https://source.unsplash.com/600x400/?Infiniti+EX35+car
Infiniti,EX35,2009,premium unleaded (recommended),297.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,37400,https://source.unsplash.com/600x400/?Infiniti+EX35+car
Infiniti,EX35,2009,premium unleaded (recommended),297.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,36000,https://source.unsplash.com/600x400/?Infiniti+EX35+car
Infiniti,EX35,2009,premium unleaded (recommended),297.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,33800,https://source.unsplash.com/600x400/?Infiniti+EX35+car
Infiniti,EX35,2010,premium unleaded (recommended),297.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,33800,https://source.unsplash.com/600x400/?Infiniti+EX35+car
Infiniti,EX35,2010,premium unleaded (recommended),297.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,37400,https://source.unsplash.com/600x400/?Infiniti+EX35+car
Infiniti,EX35,2010,premium unleaded (recommended),297.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,35200,https://source.unsplash.com/600x400/?Infiniti+EX35+car
Infiniti,EX35,2010,premium unleaded (recommended),297.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,36000,https://source.unsplash.com/600x400/?Infiniti+EX35+car
Hyundai,Excel,1992,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,1439,2000,https://source.unsplash.com/600x400/?Hyundai+Excel+car
Hyundai,Excel,1992,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,25,1439,2000,https://source.unsplash.com/600x400/?Hyundai+Excel+car
Hyundai,Excel,1992,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,25,1439,2000,https://source.unsplash.com/600x400/?Hyundai+Excel+car
Hyundai,Excel,1992,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,33,25,1439,2000,https://source.unsplash.com/600x400/?Hyundai+Excel+car
Hyundai,Excel,1993,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,25,1439,2000,https://source.unsplash.com/600x400/?Hyundai+Excel+car
Hyundai,Excel,1993,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,1439,2000,https://source.unsplash.com/600x400/?Hyundai+Excel+car
Hyundai,Excel,1993,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,33,25,1439,2000,https://source.unsplash.com/600x400/?Hyundai+Excel+car
Hyundai,Excel,1993,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,25,1439,2000,https://source.unsplash.com/600x400/?Hyundai+Excel+car
Hyundai,Excel,1994,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,1439,2000,https://source.unsplash.com/600x400/?Hyundai+Excel+car
Hyundai,Excel,1994,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,33,24,1439,2000,https://source.unsplash.com/600x400/?Hyundai+Excel+car
Hyundai,Excel,1994,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,1439,2000,https://source.unsplash.com/600x400/?Hyundai+Excel+car
Lotus,Exige,2009,premium unleaded (recommended),257.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,20,613,74995,https://source.unsplash.com/600x400/?Lotus+Exige+car
Lotus,Exige,2009,premium unleaded (recommended),240.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,20,613,65690,https://source.unsplash.com/600x400/?Lotus+Exige+car
Lotus,Exige,2010,premium unleaded (recommended),240.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,20,613,65690,https://source.unsplash.com/600x400/?Lotus+Exige+car
Lotus,Exige,2011,premium unleaded (recommended),240.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,20,613,65690,https://source.unsplash.com/600x400/?Lotus+Exige+car
Lotus,Exige,2011,premium unleaded (recommended),257.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,20,613,70750,https://source.unsplash.com/600x400/?Lotus+Exige+car
Lotus,Exige,2011,premium unleaded (recommended),257.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,20,613,74950,https://source.unsplash.com/600x400/?Lotus+Exige+car
Infiniti,EX,2011,premium unleaded (recommended),297.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,35200,https://source.unsplash.com/600x400/?Infiniti+EX+car
Infiniti,EX,2011,premium unleaded (recommended),297.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,36600,https://source.unsplash.com/600x400/?Infiniti+EX+car
Infiniti,EX,2011,premium unleaded (recommended),297.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190,37400,https://source.unsplash.com/600x400/?Infiniti+EX+car
Infiniti,EX,2011,premium unleaded (recommended),297.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190,38800,https://source.unsplash.com/600x400/?Infiniti+EX+car
Infiniti,EX,2012,premium unleaded (recommended),297.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190,38100,https://source.unsplash.com/600x400/?Infiniti+EX+car
Infiniti,EX,2012,premium unleaded (recommended),297.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,37200,https://source.unsplash.com/600x400/?Infiniti+EX+car
Infiniti,EX,2012,premium unleaded (recommended),297.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,35800,https://source.unsplash.com/600x400/?Infiniti+EX+car
Infiniti,EX,2012,premium unleaded (recommended),297.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190,39500,https://source.unsplash.com/600x400/?Infiniti+EX+car
Infiniti,EX,2013,premium unleaded (recommended),325.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,17,190,36900,https://source.unsplash.com/600x400/?Infiniti+EX+car
Infiniti,EX,2013,premium unleaded (recommended),325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,38300,https://source.unsplash.com/600x400/?Infiniti+EX+car
Infiniti,EX,2013,premium unleaded (recommended),325.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,25,17,190,39250,https://source.unsplash.com/600x400/?Infiniti+EX+car
Infiniti,EX,2013,premium unleaded (recommended),325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190,40650,https://source.unsplash.com/600x400/?Infiniti+EX+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,15,5657,58185,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,21,15,5657,62025,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,21,15,5657,62985,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,22,16,5657,59375,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,14,5657,66025,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,21,15,5657,57795,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,14,5657,60835,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,14,5657,64945,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,22,16,5657,45435,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,15,5657,63375,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,15,5657,48360,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,22,16,5657,60335,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,21,15,5657,48145,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,15,5657,62295,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,22,16,5657,55145,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,14,5657,51070,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,22,16,5657,41135,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,14,5657,47330,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,15,5657,44055,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,21,15,5657,44410,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,20,15,5657,58021,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,15,5657,49150,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,20,15,5657,62590,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,21,15,5657,63307,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,20,15,5657,65957,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,15,5657,58410,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,21,15,5657,46225,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,21,15,5657,59940,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,19,15,5657,51861,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,19,15,5657,61061,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,19,15,5657,65510,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,15,5657,66347,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,15,5657,62860,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,20,15,5657,48936,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,21,15,5657,55370,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,19,15,5657,68996,https://source.unsplash.com/600x400/?Ford+Expedition+car
Ford,Explorer Sport Trac,2008,regular unleaded,292.0,8.0,AUTOMATIC,all wheel drive,4.0,,Compact,Crew Cab Pickup,19,13,5657,31320,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2008,regular unleaded,292.0,8.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,19,13,5657,31320,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2008,regular unleaded,210.0,6.0,AUTOMATIC,all wheel drive,4.0,,Compact,Crew Cab Pickup,19,13,5657,30015,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,19,13,5657,27925,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,20,14,5657,25400,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2008,regular unleaded,292.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,20,13,5657,28800,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,19,13,5657,30015,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2008,regular unleaded,292.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,20,13,5657,26710,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,20,14,5657,27490,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2008,regular unleaded,292.0,8.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,19,13,5657,29235,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2009,regular unleaded,292.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Compact,Crew Cab Pickup,21,15,5657,31145,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,20,14,5657,29835,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,19,13,5657,28510,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2009,regular unleaded,292.0,8.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,19,14,5657,33670,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
Ford,Explorer Sport Trac,2009,regular unleaded,292.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Compact,Crew Cab Pickup,19,14,5657,33670,https://source.unsplash.com/600x400/?Ford+Explorer+Sport+Trac+car
